title,company,ratings,reviews,experience,salary,location,days_posted,url
Principal AI Scientist,Pristine Infotech,4.2,5 Reviews,3-7 Yrs,Not disclosed,"Mumbai, Chennai",30+ Days Ago,https://www.naukri.com/job-listings-principal-ai-scientist-pristine-infotech-mumbai-chennai-3-to-7-years-270922500487
Senior Data Scientist,S&P Global,4.3,1117 Reviews,4-7 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-ihs-markit-mumbai-4-to-7-years-240123501756
Senior Data Scientist,Mondelez,4.6,18 Reviews,2-5 Yrs,Not disclosed,"Mumbai, Thane",30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-mondelez-india-foods-private-limited-mumbai-thane-2-to-5-years-221222501055
ML Workflow Engineering Manager,Pfizer,4.2,2327 Reviews,5-8 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-ml-workflow-engineering-manager-pfizer-limited-mumbai-5-to-8-years-151022501027
Industrialized Assets Product Lead,Pfizer,4.2,2327 Reviews,7-12 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-industrialized-assets-product-lead-pfizer-limited-mumbai-7-to-12-years-151022501020
Data Scientist - II,General Mills,4.4,504 Reviews,3-5 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ii-general-mills-inc-mumbai-3-to-5-years-141122502059
Data Scientist,Abbott,4.1,4341 Reviews,5-6 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-abbott-healthcare-pvt-ltd-mumbai-5-to-6-years-100123500948
Opportunity | Data Scientist | Tavant,Tavant Technologies,4.1,383 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,https://www.naukri.com/job-listings-opportunity-data-scientist-tavant-tavant-technologies-bangalore-bengaluru-6-to-9-years-280223004838
ASE/SE/SSE-Data Science,Bold Technology Systems,3.9,102 Reviews,2-7 Yrs,"50,000-3 Lacs PA",Noida,10 Days Ago,https://www.naukri.com/job-listings-ase-se-sse-data-science-bold-technology-systems-noida-2-to-7-years-101121007085
Data Scientist Manager,P&G,4.2,1554 Reviews,7-12 Yrs,Not disclosed,"Vijayawada, Visakhapatnam, Guntur, Nellore",7 Days Ago,https://www.naukri.com/job-listings-data-scientist-manager-p-g-vijayawada-visakhapatnam-vizag-guntur-nellore-7-to-12-years-060323500449
Ezeiatech Systems - Data Scientist - Python/Machine Learning,EzeiaTech,4.4,26 Reviews,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,13 Days Ago,https://www.naukri.com/job-listings-ezeiatech-systems-data-scientist-python-machine-learning-ezeiatech-systems-private-limited-gurgaon-gurugram-2-to-4-years-280223913404
"Phd -Interns, Data Scientist",Western Digital,4.3,74 Reviews,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-phd-interns-data-scientist-western-digital-bangalore-bengaluru-0-to-2-years-020323500935
Data Scientist,Torcai Digital Media,3.3,14 Reviews,2-7 Yrs,Not disclosed,"Dehradun, Hyderabad/Secunderabad, Gurgaon/Gurugram",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-torcai-digital-media-dehradun-hyderabad-secunderabad-gurgaon-gurugram-2-to-7-years-140922501933
Lead Data Scientist - Computer Vision,Michelin,4.0,490 Reviews,3-7 Yrs,Not disclosed,Pune,17 Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-computer-vision-michelin-pune-3-to-7-years-230223503236
Data Scientist,Bajaj Finance,4.1,4654 Reviews,6-11 Yrs,8-15 Lacs PA,Pune(Viman Nagar),20 Days Ago,https://www.naukri.com/job-listings-data-scientist-bajaj-finance-pune-6-to-11-years-210223010063
Data Scientist,Siemens,4.2,5086 Reviews,3-7 Yrs,Not disclosed,Pune,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-siemens-limited-pune-3-to-7-years-231222501426
Manager - B2C Underwriting,Bajaj Finserv Ltd.,3.4,40 Reviews,1-3 Yrs,Not disclosed,Pune,18 Days Ago,https://www.naukri.com/job-listings-manager-b2c-underwriting-bajaj-finserv-ltd-pune-1-to-3-years-230223501155
Manager Data Scientist,Michelin,4.0,490 Reviews,4-8 Yrs,Not disclosed,Pune,30+ Days Ago,https://www.naukri.com/job-listings-manager-data-scientist-michelin-pune-4-to-8-years-201222501157
Manager Data Science,Merck Sharp & Dohme (MSD),4.0,215 Reviews,4-7 Yrs,Not disclosed,Pune,30+ Days Ago,https://www.naukri.com/job-listings-manager-data-science-msd-pharmaceuticals-private-limited-pune-4-to-7-years-191122501038
Senior Manager Data Science,Merck Sharp & Dohme (MSD),4.0,215 Reviews,5-9 Yrs,Not disclosed,Pune,30+ Days Ago,https://www.naukri.com/job-listings-senior-manager-data-science-msd-pharmaceuticals-private-limited-pune-5-to-9-years-071122502851
Cloud Data Engineer (Innovation),Deutsche Bank,4.2,2208 Reviews,2-6 Yrs,Not disclosed,Pune,30+ Days Ago,https://www.naukri.com/job-listings-cloud-data-engineer-innovation-deutsche-bank-pune-2-to-6-years-021222500850
Data Scientist,Reliance Retail,4.1,18127 Reviews,7-12 Yrs,Not disclosed,Navi Mumbai,14 Days Ago,https://www.naukri.com/job-listings-data-scientist-reliance-retail-navi-mumbai-7-to-12-years-270223001454
Data Scientist,Financial Software Systems(FSS),3.9,400 Reviews,2-3 Yrs,Not disclosed,"Kolkata, Mumbai, Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-financial-software-systems-pvt-ltd-kolkata-mumbai-chennai-bangalore-bengaluru-2-to-3-years-060822500640
Senior Data Scientist,Here Technologies,4.0,1070 Reviews,2-7 Yrs,Not disclosed,Mumbai,10 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-here-mumbai-2-to-7-years-030323501645
Data Scientist - All Levels,Jai-kisan,4.0,80 Reviews,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-all-levels-jai-kisan-bangalore-bengaluru-1-to-6-years-301122501444
Data Science Developer,Neo Credence Consultancy,2.3,2 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-science-developer-neo-credence-bangalore-bengaluru-1-to-3-years-240123500358
Data Scientist || Walk-In || 5th-6th Jan,SEW Engineering,4.2,53 Reviews,3-8 Yrs,5-15 Lacs PA,Hybrid - Noida(Sector-62 Noida),18 Days Ago,https://www.naukri.com/job-listings-data-scientist-walk-in-5th-6th-jan-sew-engineering-noida-3-to-8-years-230223913036
nlp engineers,Disha Consultants,4.6,2 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-nlp-engineers-disha-consultant-bangalore-bengaluru-8-to-12-years-220622501879
Senior Specialist - Data Science,Fidelity International,4.3,329 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,21 Days Ago,https://www.naukri.com/job-listings-senior-specialist-data-science-fil-india-business-and-research-services-private-limited-gurgaon-gurugram-5-to-10-years-200223907243
SQL Server Developer :: MNC :: Health Care :: Noida :: Immediate,Vserve Digital Solutions,4.1,28 Reviews,2-7 Yrs,3-8 Lacs PA,"Noida(Sector-2 Noida), New Delhi, Delhi / NCR",21 Days Ago,https://www.naukri.com/job-listings-sql-server-developer-mnc-health-care-noida-immediate-vserve-digital-solutions-noida-new-delhi-delhi-ncr-2-to-7-years-200223004712
Lead Data Scientist,Yulu,4.1,10 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-yulu-bangalore-bengaluru-1-to-2-years-161122500311
Lead Data Scientist,Srijan Technologies Pvt. Ltd.,4.5,56 Reviews,6-10 Yrs,Not disclosed,Gurgaon/Gurugram,25 Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-srijan-technologies-pvt-ltd-gurgaon-gurugram-6-to-10-years-160223502045
Sr. Data Scientist,CPA Global,4.0,165 Reviews,6-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-cpa-global-support-services-india-pvt-limited-bangalore-bengaluru-6-to-7-years-091122501080
Data Scientist,Adani Group,4.0,647 Reviews,2-7 Yrs,Not disclosed,Kolkata(Salt Lake),14 Days Ago,https://www.naukri.com/job-listings-data-scientist-adani-group-kolkata-2-to-7-years-090123009364
Senior Cloud Engineer - Data Scientist,Hanu Software Solutions Pvt Ltd,3.7,108 Reviews,2-7 Yrs,Not disclosed,"Noida, Greater Noida",30+ Days Ago,https://www.naukri.com/job-listings-senior-cloud-engineer-data-scientist-hanu-software-solutions-pvt-ltd-noida-greater-noida-2-to-7-years-310822500063
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,5-10 Yrs,Not disclosed,New Delhi,30+ Days Ago,https://www.naukri.com/job-listings-senior-ai-data-scientist-seven-consultancy-hr-solution-new-delhi-5-to-10-years-290322500137
Senior Data Scientist,Algo8,2.8,8 Reviews,7-12 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-algo8-noida-7-to-12-years-280622500489
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,New Delhi,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-new-delhi-3-to-8-years-280322501505
Sr . Data Scientist,Galytix Analytics,2.5,27 Reviews,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-galytix-gurgaon-gurugram-6-to-11-years-270922501212
Data Scientist,Bonzer Business Solutions,3.1,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-bonzer-business-solutions-pvt-ltd-noida-5-to-10-years-261222503521
Data Science Solution Engineer,alight,3.8,300 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-science-solution-engineer-alight-gurgaon-gurugram-1-to-3-years-231222501557
Senior Engineer - Data Science,CNH Industrial,4.2,843 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-senior-engineer-data-science-cnh-industrial-gurgaon-gurugram-5-to-10-years-230922502565
Modeler,Resource Access Management Solutions Pvt. Ltd.,4.0,59 Reviews,3-7 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-modeler-resource-access-management-solutions-pvt-ltd-noida-3-to-7-years-221222502015
Senior Data Scientist,Birdeye,3.5,37 Reviews,4-11 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-birdeye-gurgaon-gurugram-4-to-11-years-201022503692
Sr. Data Scientist,alight,3.8,300 Reviews,5-6 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram",30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-alight-noida-gurgaon-gurugram-5-to-6-years-200123501867
Data Scientist - Reliability,CNH Industrial,4.2,843 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-reliability-cnh-industrial-gurgaon-gurugram-5-to-10-years-160922500269
Principal Data Scientist,Navikenz India,5.0,2 Reviews,15-20 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-navikenz-india-private-limited-noida-15-to-20-years-151222501203
Lead Data Scientist,Navikenz India,5.0,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-navikenz-india-private-limited-noida-5-to-10-years-151222501199
Data Scientist,Navikenz India,5.0,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-navikenz-india-private-limited-noida-5-to-10-years-151222501190
Associate Data Scientist,Navikenz India,5.0,2 Reviews,3-8 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-associate-data-scientist-navikenz-india-private-limited-noida-3-to-8-years-151222501186
Data Science Manager,Digilytics,4.2,7 Reviews,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-science-manager-digilytics-gurgaon-gurugram-7-to-10-years-140722501225
Taleo- Sr Data Scientist,Skillety,2.8,4 Reviews,5-9 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-taleo-sr-data-scientist-skillety-noida-5-to-9-years-131222501280
Senior Data Scientist,Spinny,4.1,506 Reviews,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-spinny-gurgaon-gurugram-2-to-6-years-090922500083
Data Scientist,Spinny,4.1,506 Reviews,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-spinny-gurgaon-gurugram-1-to-4-years-090922500022
Senior Data Scientist,Agrim Wholesale,3.1,40 Reviews,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-agrim-gurgaon-gurugram-1-to-6-years-071222500921
Senior BI Specialist - (f/m/x),Razor Group Gmbh,4.5,5 Reviews,5-9 Yrs,Not disclosed,New Delhi,30+ Days Ago,https://www.naukri.com/job-listings-senior-bi-specialist-f-m-x-razor-group-gmbh-new-delhi-5-to-9-years-070622501432
Data Scientist,Razor Group Gmbh,4.5,5 Reviews,2-3 Yrs,Not disclosed,New Delhi,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-razor-group-gmbh-new-delhi-2-to-3-years-070622501429
Senior Data Scientist - Python (f/m/x),Razor Group Gmbh,4.5,5 Reviews,5-10 Yrs,Not disclosed,New Delhi,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-python-f-m-x-razor-group-gmbh-new-delhi-5-to-10-years-070622501427
Data Scientist,Saarthee,1.7,10 Reviews,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-saarthee-gurgaon-gurugram-1-to-6-years-020822500419
Data Scientist,Hanu Software Solutions Pvt Ltd,3.7,108 Reviews,8-12 Yrs,Not disclosed,Greater Noida,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-hanu-software-solutions-pvt-ltd-greater-noida-8-to-12-years-010922501505
Job Opening For Data Scientist @ GD-Hyd,Globaldata,3.9,336 Reviews,3-6 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),27 Days Ago,https://www.naukri.com/job-listings-opening-for-data-scientist-gd-hyd-globaldata-hyderabad-secunderabad-3-to-6-years-240522010816
Principal Data Scientist - AI,GEP,3.8,538 Reviews,5-11 Yrs,Not disclosed,Hyderabad/Secunderabad,27 Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-ai-gep-hyderabad-secunderabad-5-to-11-years-140223500056
Associate Data Scientist,S&P Global,4.3,1117 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-associate-data-scientist-ihs-markit-hyderabad-secunderabad-3-to-5-years-240123501753
Data Scientist,S&P Global,4.3,1117 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ihs-markit-hyderabad-secunderabad-3-to-6-years-240123501740
"Senior Data Scientist, HR",Hitachi Ltd.,4.0,5134 Reviews,9-11 Yrs,Not disclosed,Hyderabad/Secunderabad,29 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-hr-hitachi-ltd-hyderabad-secunderabad-9-to-11-years-110223501227
Specialist - Data Science - GMO,Dr Reddys,4.2,5001 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-specialist-data-science-gmo-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-6-years-100622500319
Data Science Lead,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-data-science-lead-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-100622500306
Data Science Lead,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-data-science-lead-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-100622500218
Data Scientist,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-091122500763
Data Scientist,New Emerging World Of Journalism (newj),3.6,7 Reviews,6-11 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-newj-new-emerging-world-of-journalism-mumbai-6-to-11-years-250622500147
Data Scientist,S&P Global Inc.,4.2,910 Reviews,1-4 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-s-p-global-inc-mumbai-1-to-4-years-101222500746
Associate,Tata Capital,4.2,1930 Reviews,0-2 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-associate-tata-capital-ltd-mumbai-0-to-2-years-140622501387
TS- AIML Designer,Srivango,5.0,2 Reviews,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",7 Days Ago,https://www.naukri.com/job-listings-ts-aiml-designer-srivango-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-7-to-12-years-060323002098
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-5 Yrs,Not disclosed,Chennai,16 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-caterpillar-india-private-ltd-chennai-1-to-5-years-240223501791
Data Scientist,Tutree India Technologies,2.4,2 Reviews,2-5 Yrs,Not disclosed,Noida,19 Days Ago,https://www.naukri.com/job-listings-data-scientist-tutree-india-technologies-noida-2-to-5-years-220223006314
Analytical Modeler - Forecasting,Ford,4.5,2994 Reviews,3-8 Yrs,Not disclosed,Hybrid - Chennai(Sholinganallur),21 Days Ago,https://www.naukri.com/job-listings-analytical-modeler-forecasting-ford-chennai-3-to-8-years-200223006276
Data Scientist,Nits Solutions,3.3,32 Reviews,3-7 Yrs,Not disclosed,"Hybrid - Noida, New Delhi, Gurgaon/Gurugram, Delhi / NCR",24 Days Ago,https://www.naukri.com/job-listings-data-scientist-nits-solutions-noida-new-delhi-gurgaon-gurugram-delhi-ncr-3-to-7-years-170223006094
Machine Learning Engineer,Capgemini,3.9,25395 Reviews,6-10 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-machine-learning-engineer-capgemini-technology-services-india-limited-chennai-6-to-10-years-100223905988
Senior Scientist - Manufacturing Intelligence,Pfizer,4.2,2327 Reviews,6-9 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-senior-scientist-manufacturing-intelligence-pfizer-limited-chennai-6-to-9-years-080223502284
Senior Data Scientist (NLP),Icertis,3.9,156 Reviews,14-20 Yrs,Not disclosed,remote,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-nlp-icertis-solutions-remote-14-to-20-years-020223501517
Lead Data Scientist - Data Sciences,GEP,3.8,538 Reviews,8-13 Yrs,Not disclosed,Remote,30+ Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-data-sciences-gep-remote-8-to-13-years-251122501089
PhD Research Scholar - Data Science,Volvo Financial Services,4.9,12 Reviews,1-4 Yrs,Not disclosed,Permanent Remote,30+ Days Ago,https://www.naukri.com/job-listings-phd-research-scholar-data-science-volvo-asset-finance-india-private-limited-remote-1-to-4-years-120722501809
Researcher -AI-ML modelling,Tata Steel,4.1,5107 Reviews,3-5 Yrs,Not disclosed,Jamshedpur,30+ Days Ago,https://www.naukri.com/job-listings-researcher-ai-ml-modelling-tata-steel-jamshedpur-3-to-5-years-040123501075
Data Science - intern,Bharat Matrimony,3.7,356 Reviews,0-1 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-data-science-intern-bharat-matrimony-chennai-0-to-1-years-250123501192
Senior/ Lead Data Scientist - Women in Data Science,Tiger Analytics,3.6,238 Reviews,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-senior-lead-data-scientist-women-in-data-science-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-7-years-300123502269
Data Scientist,Tiger Analytics,3.6,238 Reviews,3-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-5-years-270722501142
Data Scientist,Datagrid Solutions,4.7,8 Reviews,3-8 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",25 Days Ago,https://www.naukri.com/job-listings-data-scientist-datagrid-solutions-pune-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-160223008568
"Principal, Data Scientist",BNY Mellon,4.2,2691 Reviews,10-12 Yrs,Not disclosed,Pune,19 Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-bny-mellon-international-operations-india-pune-10-to-12-years-220223501064
Lead Data Scientist,BNY Mellon,4.2,2691 Reviews,4-6 Yrs,Not disclosed,Pune,19 Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-bny-mellon-international-operations-india-pune-4-to-6-years-220223501026
Sr Data Scientist,Caterpillar Inc,4.3,932 Reviews,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-caterpillar-inc-bangalore-bengaluru-7-to-10-years-230223500079
Senior Manager- Data Science,GSK India,4.3,1367 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago,https://www.naukri.com/job-listings-senior-manager-data-science-glaxosmithkline-pharmaceuticals-limited-bangalore-bengaluru-6-to-8-years-220223501513
Data Scientist / Decision Scientist,Maruti Suzuki,4.2,6087 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-decision-scientist-maruti-suzuki-india-limited-bangalore-bengaluru-2-to-6-years-270722500042
Data Science,Sonata Software,4.1,583 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-science-sonata-software-limited-bangalore-bengaluru-4-to-9-years-181122500006
Principal Data Scientist,GSK India,4.3,1367 Reviews,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-glaxosmithkline-pharmaceuticals-limited-bangalore-bengaluru-7-to-12-years-170123500580
Data Scientist,Comviva Technology,3.6,346 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-comviva-technologies-limited-bangalore-bengaluru-3-to-5-years-131222501901
Sr. Data Scientist,Clarivate,3.9,328 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-clarivate-analytics-bangalore-bengaluru-6-to-11-years-091122501387
Data Scientist,Quest Alliance,4.4,12 Reviews,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-questalliance-bangalore-bengaluru-8-to-10-years-060123501495
Senior Data Scientist,Epiq Global,4.0,102 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-epiq-global-hyderabad-secunderabad-4-to-7-years-100223501289
"Associate Engineer, Data Scientist",Micron Semiconductor,4.1,20 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-associate-engineer-data-scientist-micron-semiconductor-asia-pte-ltd-hyderabad-secunderabad-2-to-6-years-311022501726
"Associate Data Science Engineer, SMAI",Micron Semiconductor,4.1,20 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-associate-data-science-engineer-smai-micron-semiconductor-asia-pte-ltd-hyderabad-secunderabad-5-to-8-years-311022501724
Data Architect/LDS,Cyient,3.7,3053 Reviews,10-15 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-data-architect-lds-cyient-limited-hyderabad-secunderabad-10-to-15-years-270123500019
Data Scientist,S&P Global Inc.,4.2,910 Reviews,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-s-p-global-inc-hyderabad-secunderabad-1-to-4-years-241122500053
Associate Data Scientist,S&P Global Inc.,4.2,910 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,https://www.naukri.com/job-listings-associate-data-scientist-s-p-global-inc-hyderabad-secunderabad-3-to-5-years-241122500024
Data Scientist,Aligned Automation Services Pvt. Ltd,4.1,39 Reviews,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru",13 Days Ago,https://www.naukri.com/job-listings-data-scientist-aligned-automation-services-pvt-ltd-pune-bangalore-bengaluru-5-to-10-years-280223006598
Data Scientist,Hilabs India,3.5,13 Reviews,1-5 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",12 Days Ago,https://www.naukri.com/job-listings-data-scientist-hilabs-india-pune-bangalore-bengaluru-1-to-5-years-010323011742
Data Scientist,Innominds Software,3.3,207 Reviews,5-10 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-data-scientist-innominds-software-hyderabad-secunderabad-pune-bangalore-bengaluru-5-to-10-years-180123010571
