title,company,ratings,reviews,experience,salary,location,days_posted,tags,url
Sr. Data Scientist - Marketing and Customer analytics,Skillety,2.8,4 Reviews,7-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data analytics tools crm reporting analytics customer analytics sql staffing,https://www.naukri.com/job-listings-sr-data-scientist-marketing-and-customer-analytics-skillety-bangalore-bengaluru-7-to-15-years-131222500883
Senior Software Engineer - Data Science,Skillety,2.8,4 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data data science technical leadership machine sql science senior,https://www.naukri.com/job-listings-senior-software-engineer-data-science-skillety-bangalore-bengaluru-5-to-7-years-131222500801
Data scientist-Healthcare Analytics Associate,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data analytics tools healthcare analytics reporting analytics media social media sql,https://www.naukri.com/job-listings-data-scientist-healthcare-analytics-associate-skillety-bangalore-bengaluru-12-to-15-years-131222500162
Data Scientist/Engineer NLP,Skillety,2.8,4 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python forecasting staffing languages machine learning processing analysis text mining,https://www.naukri.com/job-listings-data-scientist-engineer-nlp-skillety-bangalore-bengaluru-4-to-6-years-131222500161
Data Scientist Knowledge Graph Expert,Skillety,2.8,4 Reviews,8-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining machine usage data programming spark staffing machine learning,https://www.naukri.com/job-listings-data-scientist-knowledge-graph-expert-skillety-bangalore-bengaluru-8-to-15-years-131222500160
Data Scientist,Skillety,2.8,4 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming python data science staffing science machine learning deep learning data mining,https://www.naukri.com/job-listings-data-scientist-skillety-bangalore-bengaluru-3-to-7-years-131222500156
Data science with Statistics Professional,Skillety,2.8,4 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, program analytical sql deep learning big data analytics data machine learning,https://www.naukri.com/job-listings-data-science-with-statistics-professional-skillety-bangalore-bengaluru-1-to-3-years-131222500154
Sr. Data Scientist,Silicon Valley Bank,4.4,51 Reviews,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management data management reconciliation analytical healthcare intelligence business intelligence analytics,https://www.naukri.com/job-listings-sr-data-scientist-silicon-valley-bank-bangalore-bengaluru-10-to-15-years-131022500333
Lead Datascientist,Credo Health,3.0,2 Reviews,5-10 Yrs,Not disclosed,Chennai,1 Day Ago, data scientist python data science mathematics science machine learning r intelligence,https://www.naukri.com/job-listings-lead-datascientist-credo-health-chennai-5-to-10-years-130223007641
Principal Data Scientist with Us Healthcare domain Experience,TEG Analytics,3.5,10 Reviews,8-10 Yrs,30-45 Lacs PA,Permanent Remote,28 Days Ago, python Spark machine learning hadoop intelligence deep learning caffe artificial intelligence,https://www.naukri.com/job-listings-principal-data-scientist-with-us-healthcare-domain-experience-teg-analytics-bangalore-bengaluru-8-to-10-years-130223002819
Data Scientist I,DAZN,4.3,13 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python collections networking deep learning statistics computer science model development data,https://www.naukri.com/job-listings-data-scientist-i-perform-group-bangalore-bengaluru-1-to-3-years-120222500304
AC/Sr.AC/C (individual contributor),Eli Lilly And Company,4.3,246 Reviews,2-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, regression logistics clinical data power bi pharmaceutical c technology machine learning,https://www.naukri.com/job-listings-ac-sr-ac-c-individual-contributor-eli-lilly-and-company-bangalore-bengaluru-2-to-8-years-110123501057
Data Scientist / Sr . Data Scientist,Aidash Systems,3.2,8 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management computer processing vision analytics monitoring product management data processing,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-aidash-bangalore-bengaluru-1-to-3-years-100822500401
Data Scientist,Quess It Staffing,3.6,55 Reviews,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, monitoring microsoft machine olap intelligence planning toad data,https://www.naukri.com/job-listings-data-scientist-quess-it-staffing-bangalore-bengaluru-6-to-10-years-100123501037
Data Scientist,Ramsoft Systems,4.0,5 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, text analytics recruitment machine analytics management processing computer science data,https://www.naukri.com/job-listings-data-scientist-ramsoft-systems-inc-bangalore-bengaluru-2-to-4-years-090822501405
Senior AI Engieer,Digit Insurance,3.9,341 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, managed services analysis coding machine intelligence analytics management processing,https://www.naukri.com/job-listings-senior-ai-engieer-digit-insurance-bangalore-bengaluru-5-to-7-years-090123501121
Sr Data Scientist,Apptio India,4.3,28 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, modeling python forecasting machine learning analysis data mining machine analytics,https://www.naukri.com/job-listings-sr-data-scientist-apptio-inc-bangalore-bengaluru-8-to-13-years-081222500509
Senior Data Scientist,Trane Technologies,4.3,86 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research time series analysis senior ic operations machine learning analysis python,https://www.naukri.com/job-listings-senior-data-scientist-trane-technologies-bangalore-bengaluru-4-to-7-years-080922501385
Data Scientist,Talchemist,3.9,12 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, statistics project cleansing predictive analytics analytics hadoop agile data cleansing,https://www.naukri.com/job-listings-data-scientist-talchemist-bangalore-bengaluru-5-to-10-years-080922501300
Model Operations Engineering II,Utopus Insights,3.3,4 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, engineering sql computer virtualization git machine learning forecasting science,https://www.naukri.com/job-listings-model-operations-engineering-ii-utopus-insights-bangalore-bengaluru-4-to-6-years-080223500275
SIXT Staff Data Scientist,Sixt,3.8,15 Reviews,9-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, program sql analytics hypothesis data analytics subject data machine learning,https://www.naukri.com/job-listings-sixt-staff-data-scientist-sixt-bangalore-bengaluru-9-to-10-years-061022501204
Data Scientist,Talentica,4.2,109 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management pattern recognition coding technology design patterns information technology management engineering data,https://www.naukri.com/job-listings-data-scientist-talentica-software-india-pvt-ltd-bangalore-bengaluru-6-to-8-years-060922502651
Senior Data Scientist,Greenizon Agritech Consultancy,3.3,22 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, r neural networks deep learning networking data financial services machine learning data visualization,https://www.naukri.com/job-listings-senior-data-scientist-greenizon-agritech-consultancy-bangalore-bengaluru-1-to-2-years-050122500141
Data Scientist,Travel Centric Technology,4.2,2 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining coding simulation business solutions analytics agile predictive modeling analytical,https://www.naukri.com/job-listings-data-scientist-travel-centric-technology-bangalore-bengaluru-5-to-10-years-040322500903
Sr. Associate Consultant,Eli Lilly And Company,4.3,246 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, process languages reporting data mining information technology analytics data processing,https://www.naukri.com/job-listings-sr-associate-consultant-eli-lilly-and-company-bangalore-bengaluru-3-to-5-years-021122501086
Data Scientist II,DAZN,4.3,13 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, computer data computer science computer vision deep learning neural networks networking collections,https://www.naukri.com/job-listings-data-scientist-ii-perform-group-bangalore-bengaluru-2-to-4-years-020222500226
DS/ Associate Principal Data Scientist,Multi Recruit,4.8,12 Reviews,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, computer computation cloud computing data mining programming analytics scrum computer science,https://www.naukri.com/job-listings-ds-associate-principal-data-scientist-multi-recruit-bangalore-bengaluru-3-to-10-years-010322501115
Senior/ Lead Data Scientist,Tiger Analytics,3.6,238 Reviews,2-8 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, data processing data management data science machine team senior consulting,https://www.naukri.com/job-listings-senior-lead-data-scientist-tiger-analytics-remote-2-to-8-years-270722501122
NLP Data Scientist,Tiger Analytics,3.6,238 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, gcp life cycle programming research natural language processing python data development life cycle,https://www.naukri.com/job-listings-nlp-data-scientist-tiger-analytics-chennai-3-to-8-years-250822501033
Digital Incharge,Aarti Industries,4.1,1794 Reviews,3-8 Yrs,Not disclosed,Vadodara,30+ Days Ago, management machine learning operations digital data conceptualization simulation project management,https://www.naukri.com/job-listings-digital-incharge-aarti-industries-ltd-vadodara-baroda-3-to-8-years-161122500585
Senior Engineer - AI/ML/Data Scientist,Fission Labs,4.1,26 Reviews,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago, training and development data big data analytics machine smarty languages orchestration,https://www.naukri.com/job-listings-senior-engineer-ai-ml-data-scientist-fission-labs-hyderabad-secunderabad-6-to-8-years-100323503214
Senior Data Scientist,Providence Global Center,4.0,24 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago, python machine learning algorithms Machine Learning Deep Learning machine intelligence artificial intelligence processing,https://www.naukri.com/job-listings-senior-data-scientist-providence-global-center-hyderabad-secunderabad-4-to-7-years-100323010140
Consultant - Data Science and Analytics,Transunion,4.3,159 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago, research data mining operations predictive modeling logistic regression management logistics data science,https://www.naukri.com/job-listings-consultant-data-science-and-analytics-transunion-software-services-pvt-ltd-hyderabad-secunderabad-4-to-8-years-090323500898
DataScientist,Techwave Consulting,3.8,197 Reviews,8-11 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago, deep learning python data science keras machine learning machine data science,https://www.naukri.com/job-listings-datascientist-techwave-consulting-hyderabad-secunderabad-8-to-11-years-060323005136
Data Scientist,ECS ME,4.1,56 Reviews,7-12 Yrs,Not disclosed,Pune,7 Days Ago, data scientist machine learning machine scikit-learn pytorch keras data natural language processing,https://www.naukri.com/job-listings-data-scientist-ecs-me-pune-7-to-12-years-060323002001
Data Science - Lead Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,5-8 Yrs,Not disclosed,Pune,10 Days Ago, dbms rdbms sql intelligence business intelligence data data quality html,https://www.naukri.com/job-listings-data-science-lead-data-scientist-jet2-travel-technologies-pvt-ltd-pune-5-to-8-years-030323500446
Data Science - Lead Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,7-10 Yrs,40-50 Lacs PA,Pune,11 Days Ago, python data science science machine learning gcp applied mathematics machine sql,https://www.naukri.com/job-listings-data-science-lead-data-scientist-jet2-travel-technologies-pvt-ltd-pune-7-to-10-years-020323006136
Remote - Senior Data Scientist,thinkbridge Software,4.6,75 Reviews,4-6 Yrs,12-16 Lacs PA,Permanent Remote,14 Days Ago, python Natural Language Processing GPT machine learning senior processing remote languages,https://www.naukri.com/job-listings-remote-senior-data-scientist-thinkbridge-software-pune-4-to-6-years-270223013052
"Manager, Data Science",Mondelez,4.6,18 Reviews,4-8 Yrs,Not disclosed,Mumbai,30+ Days Ago, management software data mining coding data management c++ analytics design,https://www.naukri.com/job-listings-manager-data-science-mondel-z-international-mumbai-4-to-8-years-310123500536
AVP - Data Scientist,Piramal Capital & Housing Finance (PCHFL),4.1,2074 Reviews,5-8 Yrs,20-35 Lacs PA,Mumbai,20 Days Ago, Analytics modeling data predictive modeling avp risk predictive risk analytics,https://www.naukri.com/job-listings-avp-data-scientist-piramal-capital-housing-finance-pchfl-mumbai-5-to-8-years-210223010582
Data Scientist (Python Developer),Geekay Infotech,3.4,27 Reviews,1-2 Yrs,"50,000-3 Lacs PA","Hybrid - Navi Mumbai, Mumbai (All Areas)",21 Days Ago, Python pytorch django scikit-learn artificial intelligence data machine machine learning,https://www.naukri.com/job-listings-data-scientist-python-developer-geekay-infotech-navi-mumbai-mumbai-all-areas-1-to-2-years-200223007204
Data Scientist,Callarity Private Limited,4.1,20 Reviews,2-3 Yrs,Not disclosed,Mumbai (All Areas),21 Days Ago, python interpersonal skill data science management science machine learning project interpersonal skills,https://www.naukri.com/job-listings-data-scientist-callarity-private-limited-mumbai-all-areas-2-to-3-years-200223007025
Executive FPA - Data Scientist,Tata AIA Life Insurance,4.0,1812 Reviews,1-4 Yrs,Not disclosed,Mumbai (All Areas),24 Days Ago, python numpy fpa power bi bi seaborn data,https://www.naukri.com/job-listings-executive-fpa-data-scientist-tata-aia-life-insurance-mumbai-all-areas-1-to-4-years-170223010628
Data Scientist,Jardine Lloyd Thompson,4.0,365 Reviews,5-8 Yrs,Not disclosed,Mumbai,28 Days Ago, python data science claims forecasting management science open source risk management,https://www.naukri.com/job-listings-data-scientist-jardine-lloyd-thompson-india-pvt-ltd-mumbai-5-to-8-years-130223501707
Data Scientist,Marsh amp; McLennan Companies,4.0,365 Reviews,5-8 Yrs,Not disclosed,Mumbai,28 Days Ago, open source open automation forecasting sql management computer science science,https://www.naukri.com/job-listings-data-scientist-marsh-amp-mclennan-companies-mumbai-5-to-8-years-130223500654
"Senior NLP Data Scientist
",Spinnaker Analytics,1.3,6 Reviews,4-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, deep learning Huggingface python Natural Language Processing SQL languages processing process,https://www.naukri.com/job-listings-senior-nlp-data-scientist-spinnaker-analytics-mumbai-4-to-6-years-090223007884
"Manager MLOps, Data Science",Mondelez,4.6,18 Reviews,8-9 Yrs,Not disclosed,Mumbai,30+ Days Ago, unix linux data management data science packaging data management sql,https://www.naukri.com/job-listings-manager-mlops-data-science-mondel-z-international-mumbai-8-to-9-years-080223500838
Manager / Senior Manager,StockHolding,3.8,351 Reviews,10-12 Yrs,Not disclosed,"Mumbai, Navi Mumbai",30+ Days Ago, senior retention machine management crm reporting senior management retail,https://www.naukri.com/job-listings-manager-senior-manager-stock-holding-corporation-of-india-ltd-mumbai-navi-mumbai-10-to-12-years-311022502582
Senior Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Mumbai,30+ Days Ago, infrastructure apache management programming machine learning oops python data,https://www.naukri.com/job-listings-senior-data-scientist-seven-consultancy-hr-solution-mumbai-4-to-9-years-290322500146
Lead -Technology,Reserve Bank Information Technology,3.4,54 Reviews,8-10 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql management machine learning data bfsi science project management,https://www.naukri.com/job-listings-lead-technology-reserve-bank-information-technology-pvt-ltd-mumbai-8-to-10-years-281222500558
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,2-7 Yrs,Not disclosed,Mumbai,30+ Days Ago, infrastructure apache management data analytics machine learning big data analytics python data,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-mumbai-2-to-7-years-280322501325
Associate Vice President - Data Science,LogiNext,3.6,20 Reviews,11-14 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis php apache perl cloud computing python data science,https://www.naukri.com/job-listings-associate-vice-president-data-science-loginext-solutions-mumbai-11-to-14-years-230922500390
Data Modeler I,Experian PLC,3.8,50 Reviews,1-3 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis machine learning modeler python data sas data mining machine,https://www.naukri.com/job-listings-data-modeler-i-experian-plc-mumbai-1-to-3-years-211222500232
Analytics Consultant,Experian PLC,3.8,50 Reviews,5-8 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis machine learning python data sas data mining machine financial services,https://www.naukri.com/job-listings-analytics-consultant-experian-plc-mumbai-5-to-8-years-211222500210
Mid Level Data Scientist,Everestek Technosoft Solutions,4.8,10 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Surat",30+ Days Ago, sql computer machine learning digital python data digital transformation data mining,https://www.naukri.com/job-listings-mid-level-data-scientist-everestek-llc-mumbai-surat-3-to-8-years-200122501608
Data Scientist,Liases Foras,4.2,10 Reviews,5-7 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql computer machine learning object computer languages python data,https://www.naukri.com/job-listings-data-scientist-liases-foras-mumbai-5-to-7-years-141022503150
Principal Engineer - Data Science,LogiNext,3.6,20 Reviews,8-10 Yrs,Not disclosed,Mumbai,30+ Days Ago, python data science computation data mining data modeling modeling cloud computing data analysis,https://www.naukri.com/job-listings-principal-engineer-data-science-loginext-solutions-mumbai-8-to-10-years-140922502288
Senior Data Scientist,Mondelez,4.6,18 Reviews,4-5 Yrs,Not disclosed,"Mumbai, Thane",30+ Days Ago, metadata Linux data science spark Data modeling Master data management data visualization Data mining,https://www.naukri.com/job-listings-senior-data-scientist-mondel-z-international-mumbai-thane-4-to-5-years-111022502214
Looking For A Senior Data Scientist/Analyst,Millennium Organisation,3.8,30 Reviews,2-4 Yrs,2.5-4.25 Lacs PA,Mumbai (All Areas),30+ Days Ago, Data Analysis data management mis reporting business strategy power bi presentation data visualization senior,https://www.naukri.com/job-listings-looking-for-a-senior-data-scientist-analyst-millennium-organisation-mumbai-all-areas-2-to-4-years-070223607455
"Consultant II, Global Analytics",Stream Global Services,4.7,12 Reviews,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, fixed income sql machine learning python fix science data predictive,https://www.naukri.com/job-listings-consultant-ii-global-analytics-stream-global-services-pvt-ltd-mumbai-2-to-6-years-060922500531
Data Scientist / Visualizer,Axis My India Ltd.,4.4,185 Reviews,4-5 Yrs,Not disclosed,Mumbai,30+ Days Ago, data analytics forecasting research visualiser python visual science data,https://www.naukri.com/job-listings-data-scientist-visualizer-axis-my-india-ltd-mumbai-4-to-5-years-060123501957
Process Trainer,IB Business Services,4.0,4 Reviews,2-5 Yrs,1-3.5 Lacs PA,"Tirunelveli, Chennai, Bangalore/Bengaluru(Vidyaranyapura), Vellore",18 Days Ago, Training Management training training analysis process process training analysis delivery management,https://www.naukri.com/job-listings-process-trainer-ib-business-services-tirunelveli-chennai-bangalore-bengaluru-vellore-2-to-5-years-230223913517
Data Scientist - Python,Rarr Technologies,3.9,2 Reviews,12-17 Yrs,Not disclosed,Panhala,4 Days Ago, statistics data mining deployment data data science analysis python science,https://www.naukri.com/job-listings-data-scientist-python-rarr-technologies-panhala-12-to-17-years-090323502274
Data Scientist Trainee,Smart Rotamach,4.4,2 Reviews,0-1 Yrs,Not disclosed,Khairatabad,30+ Days Ago, python data time data science c time series pandas machine,https://www.naukri.com/job-listings-data-scientist-trainee-smart-rotamach-khairatabad-0-to-1-years-090223005452
Machine Learning Trainee,Medtoureasy,4.7,26 Reviews,0-2 Yrs,Not disclosed,Remote,30+ Days Ago, analysis pdf model validation machine learning natural language processing python data healthcare,https://www.naukri.com/job-listings-machine-learning-trainee-medtoureasy-remote-0-to-2-years-211122500333
Data Science Trainee,Medtoureasy,4.7,26 Reviews,0-1 Yrs,Not disclosed,Remote,30+ Days Ago, analysis sql industrial training industrial machine learning python data science,https://www.naukri.com/job-listings-data-science-trainee-medtoureasy-remote-0-to-1-years-211122500264
Data Science Intern,Poshmark,4.8,8 Reviews,0-1 Yrs,Not disclosed,Chennai,30+ Days Ago, sql machine learning data processing data product marketing machine e-commerce data structures,https://www.naukri.com/job-listings-data-science-intern-poshmark-chennai-0-to-1-years-160123500794
Deep Learning Engineer,P S International HR Consultants,4.6,3 Reviews,0-3 Yrs,Not disclosed,Chennai,30+ Days Ago, computer machine learning processing renewable energy python application development artificial intelligence intelligence,https://www.naukri.com/job-listings-deep-learning-engineer-p-s-international-hr-consultants-chennai-0-to-3-years-081022500060
Data Scientist,Fusion Plus Solutions Inc,2.4,5 Reviews,3-14 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago, python training deep learning data aws sql hive,https://www.naukri.com/job-listings-data-scientist-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-14-years-280223501081
Data Engineer & Data Scientist,Fusion Plus Solutions Inc,2.4,5 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago, data science science machine learning data engineering budgeting deep learning collections devops,https://www.naukri.com/job-listings-data-engineer-data-scientist-fusion-plus-solutions-inc-hyderabad-secunderabad-2-to-6-years-280223501063
Data Scientist,Codvo.ai,4.6,25 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,14 Days Ago, REST APIs keras statistics api pytorch data engineering tensorflow r,https://www.naukri.com/job-listings-data-scientist-codvo-ai-hyderabad-secunderabad-3-to-6-years-200123910882
Data Scientist || Hyderabad || WFO,Pranathi Software Services Pvt Ltd,3.7,3 Reviews,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad(Begumpet),12 Days Ago, nlp machine learning Deep Learning computer data computer vision machine natural language processing,https://www.naukri.com/job-listings-data-scientist-hyderabad-wfo-pranathi-software-services-pvt-ltd-hyderabad-secunderabad-2-to-4-years-010323012376
UI Developer (React),Arroyo It Solutions,1.9,5 Reviews,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,10 Days Ago, react.js Typescript Swagger Bootstrap Node.Js ui html ui development,https://www.naukri.com/job-listings-ui-developer-react-arroyo-it-solutions-hyderabad-secunderabad-4-to-6-years-030323908092
Data Scientist,T Systems,4.1,437 Reviews,3-8 Yrs,Not disclosed,Pune,25 Days Ago, pyspark Machine Learning python deep learning machine data,https://www.naukri.com/job-listings-data-scientist-t-systems-pune-3-to-8-years-160223001504
Senior Data Scientist.SCM,MTL,4.5,8 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, python management logistics machine learning supply renewable energy scm power management,https://www.naukri.com/job-listings-senior-data-scientist-scm-mtl-pvt-ltd-pune-3-to-8-years-100223500375
Data Scientist,Entytle India,4.6,5 Reviews,2-7 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, Data Science SQL python science machine learning ml algorithms machine statistics,https://www.naukri.com/job-listings-data-scientist-entytle-india-pune-2-to-7-years-090223011611
Battery Data Scientist,Ecozen Solutions,4.1,24 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, sql machine learning engineering electrical engineering python data electricals simulation,https://www.naukri.com/job-listings-battery-data-scientist-ecozen-solutions-pune-3-to-8-years-311022502425
Senior Data Scientist,Wolters Kluwer,4.0,237 Reviews,5-9 Yrs,Not disclosed,"Kalyani, Pune",30+ Days Ago, sql shell scripting machine learning python data coding machine financial services,https://www.naukri.com/job-listings-senior-data-scientist-wolters-kluwer-financial-services-kalyani-pune-5-to-9-years-301222501530
Data Scientist,Wolters Kluwer,4.0,237 Reviews,3-5 Yrs,Not disclosed,"Kalyani, Pune",30+ Days Ago, sql issue data science excel legal financial services quality,https://www.naukri.com/job-listings-data-scientist-wolters-kluwer-financial-services-kalyani-pune-3-to-5-years-281122503351
Data Science Professional,Extentia ,3.8,76 Reviews,4-9 Yrs,Not disclosed,Pune,30+ Days Ago, data programming deep learning data science machine sql analysis program,https://www.naukri.com/job-listings-data-science-professional-extentia-information-technology-pune-4-to-9-years-281022502443
Data Scientist,Miniorange,3.6,48 Reviews,3-15 Yrs,Not disclosed,Pune,30+ Days Ago, analysis sql machine learning programming operations statistical programming python data,https://www.naukri.com/job-listings-data-scientist-miniorange-security-software-pune-3-to-15-years-270922501089
Data Scientist,Lentra,3.2,51 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, analysis machine learning machine data mining risk analysis recognition pattern recognition predictive,https://www.naukri.com/job-listings-data-scientist-lentra-pune-3-to-8-years-190922500792
Data Science,Mindstix Software Labs,4.2,38 Reviews,5-10 Yrs,Not disclosed,Pune,30+ Days Ago, sql machine learning san data google analytics microstrategy science machine,https://www.naukri.com/job-listings-data-science-mindstix-software-labs-pvt-pune-5-to-10-years-190922500526
Data Scientists,Deeptek,4.2,7 Reviews,3-7 Yrs,Not disclosed,Pune,30+ Days Ago, neural networks machine learning python machine imaging medical imaging programming networking,https://www.naukri.com/job-listings-data-scientists-deeptek-pune-3-to-7-years-160922502456
Data Scientist,Redbixbite,5.0,2 Reviews,3-5 Yrs,Not disclosed,Pune,30+ Days Ago, programming python training data science science languages machine learning natural language processing,https://www.naukri.com/job-listings-data-scientist-redbixbite-pvt-ltd-pune-3-to-5-years-150622500890
Sr. Data Scientist,Accord Consultants,2.6,4 Reviews,8-13 Yrs,Not disclosed,Temp. WFH - Pune,26 Days Ago, Data Science intelligence artificial intelligence machine analytics data sr machine learning,https://www.naukri.com/job-listings-sr-data-scientist-accord-consultants-pune-8-to-13-years-150223908748
Datascience Engineer,Quess It Staffing,3.6,55 Reviews,4-8 Yrs,Not disclosed,Pune,30+ Days Ago, analysis time series machine learning forecasting python data science machine,https://www.naukri.com/job-listings-datascience-engineer-quess-it-staffing-pune-4-to-8-years-120123500686
Data Scientist,Accord Consultants,2.6,4 Reviews,8-13 Yrs,Not disclosed,Pune,30+ Days Ago, analysis computer machine learning forecasting python data science data mining,https://www.naukri.com/job-listings-data-scientist-accord-consultants-pune-8-to-13-years-090922501811
Data Science- Data Scientist/Sr. Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,5-8 Yrs,Not disclosed,Pune,30+ Days Ago, python data science warehouse science technology architecture intelligence information technology,https://www.naukri.com/job-listings-data-science-data-scientist-sr-data-scientist-jet2-travel-technologies-pvt-ltd-pune-5-to-8-years-071222501090
ML Engineer - NLP,Avoma,5.0,2 Reviews,2-5 Yrs,Not disclosed,Pune,30+ Days Ago, neural networks machine learning natural language processing python usage debugging machine networking,https://www.naukri.com/job-listings-ml-engineer-nlp-avoma-inc-pune-2-to-5-years-060123501111
Data Scientist,Lentra Ai,3.2,51 Reviews,3-8 Yrs,Not disclosed,Pune,30+ Days Ago, analysis machine learning machine data mining risk analysis recognition pattern recognition computer science,https://www.naukri.com/job-listings-data-scientist-lentra-ai-private-limited-pune-3-to-8-years-050722500997
Data Scientist,Tridiagonal Solutions,3.8,21 Reviews,1-6 Yrs,Not disclosed,Pune,30+ Days Ago, sql management machine learning python data troubleshooting data mining machine,https://www.naukri.com/job-listings-data-scientist-tridiagonal-solutions-pvt-ltd-pune-1-to-6-years-040822501682
Data Scientist,Persolkelly India,4.0,44 Reviews,3-7 Yrs,Not disclosed,Pune,30+ Days Ago, management machine learning python packaging science data deployment machine,https://www.naukri.com/job-listings-data-scientist-persolkelly-pune-3-to-7-years-031122500850
Senior Data Scientist,Everquote,5.0,2 Reviews,5-9 Yrs,Not disclosed,Permanent Remote,14 Days Ago, senior genetics agile sql packaging data data science intelligence,https://www.naukri.com/job-listings-senior-data-scientist-everquote-remote-5-to-9-years-270223502548
Senior Data Scientist,Acxiom Technologies,4.5,20 Reviews,3-5 Yrs,Not disclosed,Permanent Remote,10 Days Ago, analytical sql analysis computer science computer analytics data quality gcp,https://www.naukri.com/job-listings-senior-data-scientist-acxiom-technologies-remote-3-to-5-years-030323500379
ML Engineer,Paramount Health Services & Insurance TPA (PHS),3.0,63 Reviews,1-4 Yrs,Not disclosed,Thane,12 Days Ago, training analytical collections ml aws analytics data hardware,https://www.naukri.com/job-listings-ml-engineer-paramount-thane-1-to-4-years-010323500255
Head - Data Science,xerago,3.9,11 Reviews,8-12 Yrs,Not disclosed,Chennai,12 Days Ago, machine heading logistic regression sql computer science data science processing,https://www.naukri.com/job-listings-head-data-science-xerago-chennai-8-to-12-years-010323500226
Data Scientist - Artificial Intelligence/Machine Learning,Okda Solutions,4.1,7 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,17 Days Ago, Artificial Intelligence lstm nosql oracle tableau sql serv rdbms,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-machine-learning-okda-solutions-hyderabad-secunderabad-4-to-8-years-240223907779
