title,company,ratings,reviews,experience,salary,location,days_posted,tags,url
Senior Engineer - Data Science,CNH Industrial,4.2,843 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, industrial sql qms machine learning forecasting telematics python data,https://www.naukri.com/job-listings-senior-engineer-data-science-cnh-industrial-gurgaon-gurugram-5-to-10-years-230922502565
Modeler,Resource Access Management Solutions Pvt. Ltd.,4.0,59 Reviews,3-7 Yrs,Not disclosed,Noida,30+ Days Ago, sql machine learning modeler logistic regression python data data integrity automation,https://www.naukri.com/job-listings-modeler-resource-access-management-solutions-pvt-ltd-noida-3-to-7-years-221222502015
Senior Data Scientist,Birdeye,3.5,37 Reviews,4-11 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, salesforce computer machine learning natural language processing customer experience python data social media,https://www.naukri.com/job-listings-senior-data-scientist-birdeye-gurgaon-gurugram-4-to-11-years-201022503692
Sr. Data Scientist,alight,3.8,300 Reviews,5-6 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram",30+ Days Ago, analysis sql sr neural networks machine learning python data intelligence,https://www.naukri.com/job-listings-sr-data-scientist-alight-noida-gurgaon-gurugram-5-to-6-years-200123501867
Data Scientist - Reliability,CNH Industrial,4.2,843 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, analysis sql neural networks machine learning telematics python data science,https://www.naukri.com/job-listings-data-scientist-reliability-cnh-industrial-gurgaon-gurugram-5-to-10-years-160922500269
Principal Data Scientist,Navikenz India,5.0,2 Reviews,15-20 Yrs,Not disclosed,Noida,30+ Days Ago, open gcp machine learning computer source python data coding,https://www.naukri.com/job-listings-principal-data-scientist-navikenz-india-private-limited-noida-15-to-20-years-151222501203
Lead Data Scientist,Navikenz India,5.0,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago, analysis gcp neural networks machine learning source python data coding,https://www.naukri.com/job-listings-lead-data-scientist-navikenz-india-private-limited-noida-5-to-10-years-151222501199
Data Scientist,Navikenz India,5.0,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago, python machine learning neural networks text mining data mining collections networking javascript,https://www.naukri.com/job-listings-data-scientist-navikenz-india-private-limited-noida-5-to-10-years-151222501190
Associate Data Scientist,Navikenz India,5.0,2 Reviews,3-8 Yrs,Not disclosed,Noida,30+ Days Ago, gcp data network analysis networking machine analysis javascript data mining,https://www.naukri.com/job-listings-associate-data-scientist-navikenz-india-private-limited-noida-3-to-8-years-151222501186
Data Science Manager,Digilytics,4.2,7 Reviews,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql management machine learning python data science machine analytics,https://www.naukri.com/job-listings-data-science-manager-digilytics-gurgaon-gurugram-7-to-10-years-140722501225
Taleo- Sr Data Scientist,Skillety,2.8,4 Reviews,5-9 Yrs,Not disclosed,Noida,30+ Days Ago, analysis sr research analytics data structures processing machine networking,https://www.naukri.com/job-listings-taleo-sr-data-scientist-skillety-noida-5-to-9-years-131222501280
Senior Data Scientist,Spinny,4.1,506 Reviews,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql c++ machine learning research computer operations research operations python,https://www.naukri.com/job-listings-senior-data-scientist-spinny-gurgaon-gurugram-2-to-6-years-090922500083
Data Scientist,Spinny,4.1,506 Reviews,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql c++ machine learning research operations research operations python data,https://www.naukri.com/job-listings-data-scientist-spinny-gurgaon-gurugram-1-to-4-years-090922500022
Senior Data Scientist,Agrim Wholesale,3.1,40 Reviews,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql business development extraction machine learning assessment crm data risk assessment,https://www.naukri.com/job-listings-senior-data-scientist-agrim-gurgaon-gurugram-1-to-6-years-071222500921
Senior BI Specialist - (f/m/x),Razor Group Gmbh,4.5,5 Reviews,5-9 Yrs,Not disclosed,New Delhi,30+ Days Ago, data science data analysis m sql information technology data e-commerce sql queries,https://www.naukri.com/job-listings-senior-bi-specialist-f-m-x-razor-group-gmbh-new-delhi-5-to-9-years-070622501432
Data Scientist,Razor Group Gmbh,4.5,5 Reviews,2-3 Yrs,Not disclosed,New Delhi,30+ Days Ago, analysis sql consumer machine learning python machine e-commerce data analysis,https://www.naukri.com/job-listings-data-scientist-razor-group-gmbh-new-delhi-2-to-3-years-070622501429
Senior Data Scientist - Python (f/m/x),Razor Group Gmbh,4.5,5 Reviews,5-10 Yrs,Not disclosed,New Delhi,30+ Days Ago, analysis sql consumer machine learning python machine e-commerce data analysis,https://www.naukri.com/job-listings-senior-data-scientist-python-f-m-x-razor-group-gmbh-new-delhi-5-to-10-years-070622501427
Data Scientist,Saarthee,1.7,10 Reviews,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql machine learning data analytics research operations research operations python data,https://www.naukri.com/job-listings-data-scientist-saarthee-gurgaon-gurugram-1-to-6-years-020822500419
Data Scientist,Hanu Software Solutions Pvt Ltd,3.7,108 Reviews,8-12 Yrs,Not disclosed,Greater Noida,30+ Days Ago, revenue data mining machine research analytics intelligence sql data,https://www.naukri.com/job-listings-data-scientist-hanu-software-solutions-pvt-ltd-greater-noida-8-to-12-years-010922501505
Job Opening For Data Scientist @ GD-Hyd,Globaldata,3.9,336 Reviews,3-6 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),27 Days Ago, Data Science Natural Language Processing data scientist Machine Learning Deep Learning keras pandas processing,https://www.naukri.com/job-listings-opening-for-data-scientist-gd-hyd-globaldata-hyderabad-secunderabad-3-to-6-years-240522010816
Principal Data Scientist - AI,GEP,3.8,538 Reviews,5-11 Yrs,Not disclosed,Hyderabad/Secunderabad,27 Days Ago, procurement python science nosql machine learning mongodb open source business operations,https://www.naukri.com/job-listings-principal-data-scientist-ai-gep-hyderabad-secunderabad-5-to-11-years-140223500056
Associate Data Scientist,S&P Global,4.3,1117 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer data computer science automation machine data mining analytical monitoring,https://www.naukri.com/job-listings-associate-data-scientist-ihs-markit-hyderabad-secunderabad-3-to-5-years-240123501753
Data Scientist,S&P Global,4.3,1117 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, python science petroleum monitoring agile data mining analytical automation,https://www.naukri.com/job-listings-data-scientist-ihs-markit-hyderabad-secunderabad-3-to-6-years-240123501740
"Senior Data Scientist, HR",Hitachi Ltd.,4.0,5134 Reviews,9-11 Yrs,Not disclosed,Hyderabad/Secunderabad,30 Days Ago, excel sql data statistics senior powerpoint training hrsd,https://www.naukri.com/job-listings-senior-data-scientist-hr-hitachi-ltd-hyderabad-secunderabad-9-to-11-years-110223501227
Specialist - Data Science - GMO,Dr Reddys,4.2,5001 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer machine learning python data science sas advanced analytics analytics,https://www.naukri.com/job-listings-specialist-data-science-gmo-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-6-years-100622500319
Data Science Lead,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, digital analytics computer machine learning operations digital data science simulation,https://www.naukri.com/job-listings-data-science-lead-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-100622500306
Data Science Lead,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, model development sql machine learning operations data science simulation prototype,https://www.naukri.com/job-listings-data-science-lead-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-100622500218
Data Scientist,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management business development machine learning data investment science deployment advanced analytics,https://www.naukri.com/job-listings-data-scientist-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-091122500763
Data Scientist,New Emerging World Of Journalism (newj),3.6,7 Reviews,6-11 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis computer machine learning programming python data journalism science,https://www.naukri.com/job-listings-data-scientist-newj-new-emerging-world-of-journalism-mumbai-6-to-11-years-250622500147
Data Scientist,S&P Global Inc.,4.2,910 Reviews,1-4 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql management risk management operations oracle data data mining,https://www.naukri.com/job-listings-data-scientist-s-p-global-inc-mumbai-1-to-4-years-101222500746
Associate,Tata Capital,4.2,1930 Reviews,0-2 Yrs,Not disclosed,Mumbai,30+ Days Ago, life cycle acquisition management forecasting machine learning logistic regression python data,https://www.naukri.com/job-listings-associate-tata-capital-ltd-mumbai-0-to-2-years-140622501387
TS- AIML Designer,Srivango,5.0,2 Reviews,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",7 Days Ago, Data Science AIML Machine Learning Deep Learning ts data machine natural language processing,https://www.naukri.com/job-listings-ts-aiml-designer-srivango-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-7-to-12-years-060323002098
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-5 Yrs,Not disclosed,Chennai,17 Days Ago, interpersonal skill microsoft data technical interpersonal procurement office senior,https://www.naukri.com/job-listings-senior-data-scientist-caterpillar-india-private-ltd-chennai-1-to-5-years-240223501791
Data Scientist,Tutree India Technologies,2.4,2 Reviews,2-5 Yrs,Not disclosed,Noida,19 Days Ago, R Analytical Skills Problem Solving Skills Python SQL analytical analytics data,https://www.naukri.com/job-listings-data-scientist-tutree-india-technologies-noida-2-to-5-years-220223006314
Analytical Modeler - Forecasting,Ford,4.5,2994 Reviews,3-8 Yrs,Not disclosed,Hybrid - Chennai(Sholinganallur),21 Days Ago, time series arima time series analysis analytics modeler analytical modeling time,https://www.naukri.com/job-listings-analytical-modeler-forecasting-ford-chennai-3-to-8-years-200223006276
Data Scientist,Nits Solutions,3.3,32 Reviews,3-7 Yrs,Not disclosed,"Hybrid - Noida, New Delhi, Gurgaon/Gurugram, Delhi / NCR",24 Days Ago, Data Science Python SQL machine intelligence artificial intelligence processing data,https://www.naukri.com/job-listings-data-scientist-nits-solutions-noida-new-delhi-gurgaon-gurugram-delhi-ncr-3-to-7-years-170223006094
Machine Learning Engineer,Capgemini,3.9,25395 Reviews,6-10 Yrs,Not disclosed,Chennai,30+ Days Ago, Coding JavaScript Machine learning Data structures Python modeling data science science,https://www.naukri.com/job-listings-machine-learning-engineer-capgemini-technology-services-india-limited-chennai-6-to-10-years-100223905988
Senior Scientist - Manufacturing Intelligence,Pfizer,4.2,2327 Reviews,6-9 Yrs,Not disclosed,Chennai,30+ Days Ago, robotics manufacturing machine pharmaceutical control senior process control intelligence,https://www.naukri.com/job-listings-senior-scientist-manufacturing-intelligence-pfizer-limited-chennai-6-to-9-years-080223502284
Senior Data Scientist (NLP),Icertis,3.9,156 Reviews,14-20 Yrs,Not disclosed,remote,30+ Days Ago, cloud computing intelligence data analysis natural language processing processing machine python languages,https://www.naukri.com/job-listings-senior-data-scientist-nlp-icertis-solutions-remote-14-to-20-years-020223501517
Lead Data Scientist - Data Sciences,GEP,3.8,538 Reviews,8-13 Yrs,Not disclosed,Remote,30+ Days Ago, analysis computer machine learning research operations research operations data product design,https://www.naukri.com/job-listings-lead-data-scientist-data-sciences-gep-remote-8-to-13-years-251122501089
PhD Research Scholar - Data Science,Volvo Financial Services,4.9,12 Reviews,1-4 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, python data science automation construction data construction equipment simulation powertrain,https://www.naukri.com/job-listings-phd-research-scholar-data-science-volvo-asset-finance-india-private-limited-remote-1-to-4-years-120722501809
Researcher -AI-ML modelling,Tata Steel,4.1,5107 Reviews,3-5 Yrs,Not disclosed,Jamshedpur,30+ Days Ago, research operations materials python vb science data automation,https://www.naukri.com/job-listings-researcher-ai-ml-modelling-tata-steel-jamshedpur-3-to-5-years-040123501075
Data Science - intern,Bharat Matrimony,3.7,356 Reviews,0-1 Yrs,Not disclosed,Chennai,30+ Days Ago, front office front office deep learning data machine learning science machine,https://www.naukri.com/job-listings-data-science-intern-bharat-matrimony-chennai-0-to-1-years-250123501192
Senior/ Lead Data Scientist - Women in Data Science,Tiger Analytics,3.6,238 Reviews,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",30+ Days Ago, documentation machine analytics sql data science senior machine learning,https://www.naukri.com/job-listings-senior-lead-data-scientist-women-in-data-science-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-7-years-300123502269
Data Scientist,Tiger Analytics,3.6,238 Reviews,3-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",30+ Days Ago, documentation machine excel analytics sql data science machine learning,https://www.naukri.com/job-listings-data-scientist-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-5-years-270722501142
Data Scientist,Datagrid Solutions,4.7,8 Reviews,3-8 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",25 Days Ago, deep learning python computer vision machine learning computer vision tensorflow data,https://www.naukri.com/job-listings-data-scientist-datagrid-solutions-pune-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-160223008568
"Principal, Data Scientist",BNY Mellon,4.2,2691 Reviews,10-12 Yrs,Not disclosed,Pune,19 Days Ago, advanced analytics finance data data science science financial services analytics deployment,https://www.naukri.com/job-listings-principal-data-scientist-bny-mellon-international-operations-india-pune-10-to-12-years-220223501064
Lead Data Scientist,BNY Mellon,4.2,2691 Reviews,4-6 Yrs,Not disclosed,Pune,19 Days Ago, finance programming data management data science financial services program analytics,https://www.naukri.com/job-listings-lead-data-scientist-bny-mellon-international-operations-india-pune-4-to-6-years-220223501026
Sr Data Scientist,Caterpillar Inc,4.3,932 Reviews,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, python asset monitoring management machine learning electricals condition monitoring coding,https://www.naukri.com/job-listings-sr-data-scientist-caterpillar-inc-bangalore-bengaluru-7-to-10-years-230223500079
Senior Manager- Data Science,GSK India,4.3,1367 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago, python senior management data science project management data mining analytics computer science project,https://www.naukri.com/job-listings-senior-manager-data-science-glaxosmithkline-pharmaceuticals-limited-bangalore-bengaluru-6-to-8-years-220223501513
Data Scientist / Decision Scientist,Maruti Suzuki,4.2,6087 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science google maps automotive programming computation google networking,https://www.naukri.com/job-listings-data-scientist-decision-scientist-maruti-suzuki-india-limited-bangalore-bengaluru-2-to-6-years-270722500042
Data Science,Sonata Software,4.1,583 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data deep learning data science machine scala languages natural language processing process,https://www.naukri.com/job-listings-data-science-sonata-software-limited-bangalore-bengaluru-4-to-9-years-181122500006
Principal Data Scientist,GSK India,4.3,1367 Reviews,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python quality control deep learning analytical machine analytics data quality,https://www.naukri.com/job-listings-principal-data-scientist-glaxosmithkline-pharmaceuticals-limited-bangalore-bengaluru-7-to-12-years-170123500580
Data Scientist,Comviva Technology,3.6,346 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science forecasting science machine learning deep learning text mining data mining,https://www.naukri.com/job-listings-data-scientist-comviva-technologies-limited-bangalore-bengaluru-3-to-5-years-131222501901
Sr. Data Scientist,Clarivate,3.9,328 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data processing property data management business intelligence data management pharmaceutical sql,https://www.naukri.com/job-listings-sr-data-scientist-clarivate-analytics-bangalore-bengaluru-6-to-11-years-091122501387
Data Scientist,Quest Alliance,4.4,12 Reviews,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, forecasting science e-learning primary research continuous improvement machine learning analysis automation,https://www.naukri.com/job-listings-data-scientist-questalliance-bangalore-bengaluru-8-to-10-years-060123501495
Senior Data Scientist,Epiq Global,4.0,102 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, natural language processing senior python automation analytics sql data data analysis,https://www.naukri.com/job-listings-senior-data-scientist-epiq-global-hyderabad-secunderabad-4-to-7-years-100223501289
"Associate Engineer, Data Scientist",Micron Semiconductor,4.1,20 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql operational excellence ssis operations data cleansing recruitment analytical,https://www.naukri.com/job-listings-associate-engineer-data-scientist-micron-semiconductor-asia-pte-ltd-hyderabad-secunderabad-2-to-6-years-311022501726
"Associate Data Science Engineer, SMAI",Micron Semiconductor,4.1,20 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql neural networks machine learning python data science artificial intelligence analytics,https://www.naukri.com/job-listings-associate-data-science-engineer-smai-micron-semiconductor-asia-pte-ltd-hyderabad-secunderabad-5-to-8-years-311022501724
Data Architect/LDS,Cyient,3.7,3053 Reviews,10-15 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, data python aerospace machine sql architecture semiconductor data analysis,https://www.naukri.com/job-listings-data-architect-lds-cyient-limited-hyderabad-secunderabad-10-to-15-years-270123500019
Data Scientist,S&P Global Inc.,4.2,910 Reviews,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer operations python data science automation data mining analytical,https://www.naukri.com/job-listings-data-scientist-s-p-global-inc-hyderabad-secunderabad-1-to-4-years-241122500053
Associate Data Scientist,S&P Global Inc.,4.2,910 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer machine learning python data science automation data mining machine,https://www.naukri.com/job-listings-associate-data-scientist-s-p-global-inc-hyderabad-secunderabad-3-to-5-years-241122500024
Data Scientist,Aligned Automation Services Pvt. Ltd,4.1,39 Reviews,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru",13 Days Ago, nlp Statistical Modeling machine learning Forecasting modeling statistics analytics machine,https://www.naukri.com/job-listings-data-scientist-aligned-automation-services-pvt-ltd-pune-bangalore-bengaluru-5-to-10-years-280223006598
Data Scientist,Hilabs India,3.5,13 Reviews,1-5 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",12 Days Ago, Data Science predictive analytics analytics artificial intelligence predictive modeling modeling data intelligence,https://www.naukri.com/job-listings-data-scientist-hilabs-india-pune-bangalore-bengaluru-1-to-5-years-010323011742
Data Scientist,Innominds Software,3.3,207 Reviews,5-10 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",28 Days Ago, Cloud data machine machine learning python,https://www.naukri.com/job-listings-data-scientist-innominds-software-hyderabad-secunderabad-pune-bangalore-bengaluru-5-to-10-years-180123010571
Data Scientist,Course5 Intelligence,3.7,143 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Jaipur, Bangalore/Bengaluru",17 Days Ago, coding sql data data science python science,https://www.naukri.com/job-listings-data-scientist-course5i-intelligence-pvt-ltd-mumbai-jaipur-bangalore-bengaluru-3-to-8-years-240223501115
Staff Data Scientist,FabHotels,3.4,215 Reviews,10-12 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",21 Days Ago, python data science collections technology management deep learning analytical machine analytics,https://www.naukri.com/job-listings-staff-data-scientist-fabhotel-aay-kay-model-town-mumbai-bangalore-bengaluru-10-to-12-years-200223502834
Data Science - Expert,Colgate-Palmolive (India),4.3,614 Reviews,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, modeling intelligence sql c++ analysis information technology analytics predictive modeling,https://www.naukri.com/job-listings-data-science-expert-colgate-palmolive-india-mumbai-2-to-6-years-310123501485
Data Scientist,Aditya Birla Housing Finance,4.0,440 Reviews,2-7 Yrs,Not disclosed,Mumbai (All Areas),21 Days Ago, data science machine learning data machine analytics python science,https://www.naukri.com/job-listings-data-scientist-aditya-birla-housing-finance-mumbai-all-areas-2-to-7-years-200223008105
Data Scientist,NSEIT,3.7,788 Reviews,5-10 Yrs,Not disclosed,Mumbai,30+ Days Ago, machine learning neural networks python data deployment data mining machine networking,https://www.naukri.com/job-listings-data-scientist-nse-it-ltd-mumbai-5-to-10-years-050522500511
Data Scientist,Ni Systems,4.2,3 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru(Bellandur),5 Days Ago, Data Anlalytics Excel Relational Databases Python SQL r program tableau bi,https://www.naukri.com/job-listings-data-scientist-ni-systems-bangalore-bengaluru-2-to-5-years-171022001597
Senior Data Scientist,Duff & Phelps,4.1,31 Reviews,3-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad",3 Days Ago, python data science project management due diligence data mining analytical machine analytics,https://www.naukri.com/job-listings-senior-data-scientist-kroll-associates-india-pvt-ltd-mumbai-hyderabad-secunderabad-3-to-7-years-100323502859
Data Science Lead,Impact Analytics,3.7,22 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago, python Statistical Modeling machine learning algorithms predictive analytics advanced analytics machine analytics modeling,https://www.naukri.com/job-listings-data-science-lead-impact-analytics-bangalore-bengaluru-4-to-6-years-080323006231
Data Scientist,Paypal,4.1,475 Reviews,4-8 Yrs,Not disclosed,Chennai,30+ Days Ago, software testing computer finance computer science data data science machine sql,https://www.naukri.com/job-listings-data-scientist-paypal-holdings-inc-chennai-4-to-8-years-070223500820
"Senior Specialist, Data Scientist",BNY Mellon,4.2,2691 Reviews,8-10 Yrs,Not disclosed,Chennai,30+ Days Ago, programming data science deployment advanced analytics analytics financial services senior,https://www.naukri.com/job-listings-senior-specialist-data-scientist-bny-mellon-international-operations-india-chennai-8-to-10-years-181122500466
Machine Learning Engineer 3,Paypal,4.1,475 Reviews,2-7 Yrs,Not disclosed,Chennai,30+ Days Ago, python data mining analytical modeling statistics analytics machine analytical skill,https://www.naukri.com/job-listings-machine-learning-engineer-3-paypal-holdings-inc-chennai-2-to-7-years-171222500107
Data Scientist 1,Paypal,4.1,475 Reviews,4-8 Yrs,Not disclosed,Chennai,30+ Days Ago, software testing computer science engineering machine hypothesis testing python management finance,https://www.naukri.com/job-listings-data-scientist-1-paypal-holdings-inc-chennai-4-to-8-years-151222503380
Lead Data Scientist,BNY Mellon,4.2,2691 Reviews,4-6 Yrs,Not disclosed,Chennai,30+ Days Ago, management programming data science analytics financial services program finance,https://www.naukri.com/job-listings-lead-data-scientist-bny-mellon-international-operations-india-chennai-4-to-6-years-050922501383
Associate Data Scientist,KAS Services India,3.9,30 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, retail sql sas data science programming interpersonal data extraction,https://www.naukri.com/job-listings-associate-data-scientist-kas-services-india-bangalore-bengaluru-0-to-1-years-300123501402
Engineer - Data Science (DATA SCIENCE ENGINEER),Ninestars Information Technologies Ltd,3.5,141 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science science machine learning computer vision vision intelligence engineering,https://www.naukri.com/job-listings-engineer-data-science-data-science-engineer-ninestars-information-technologies-ltd-bangalore-bengaluru-0-to-1-years-080223500466
Data Science Intern,Wow Labz,4.5,4 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining coding analytics campus sql analytical campus recruitment github,https://www.naukri.com/job-listings-data-science-intern-wow-labz-bangalore-bengaluru-0-to-1-years-230822500773
Machine Learning Intern - (Final Year),Cloudsek Information Security,4.0,7 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, final risk assessment risk machine learning neural networks cyber security python side,https://www.naukri.com/job-listings-machine-learning-intern-final-year-cloudsek-information-security-private-limited-bangalore-bengaluru-0-to-1-years-140722502304
Data Scientist,Fusion Plus Solutions Inc,2.4,5 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago, deployment data collection big data deep learning devops data data science cloud,https://www.naukri.com/job-listings-data-scientist-fusion-plus-solutions-inc-hyderabad-secunderabad-3-to-6-years-280223501077
Principle Software Engineer - Data Integration,Conga Software Pvt Ltd,4.3,46 Reviews,10-15 Yrs,30-40 Lacs PA,"Pune(Viman Nagar), Ahmedabad(Makarba), Bangalore/Bengaluru(Marathahalli)",16 Days Ago, Snowflake Data Lake ETL business intelligence tools intelligence integration microsoft azure business intelligence,https://www.naukri.com/job-listings-principle-software-engineer-data-integration-conga-software-pvt-ltd-pune-ahmedabad-bangalore-bengaluru-10-to-15-years-250223003438
Data Scientist,Springer Nature,3.8,159 Reviews,5-9 Yrs,Not disclosed,Hybrid - Pune,19 Days Ago, python NoSQL model deployment machine learning machine data deployment deploying models,https://www.naukri.com/job-listings-data-scientist-springer-nature-pune-5-to-9-years-220223011398
Data scientist,Varite,3.8,89 Reviews,6-10 Yrs,Not disclosed,Pune,30+ Days Ago, management computation cloud computing fico programming analytics big data analytical,https://www.naukri.com/job-listings-data-scientist-varite-pune-6-to-10-years-161222500404
Data Science Leader,Johnson Controls,3.8,2180 Reviews,8-9 Yrs,Not disclosed,Pune,30+ Days Ago, computer neural networks machine learning computer languages python data business solutions science,https://www.naukri.com/job-listings-data-science-leader-johnson-controls-pune-8-to-9-years-140123501246
Jr. Data Science Engineer,Bioenable Technologies,3.2,14 Reviews,0-2 Yrs,Not disclosed,"Pune, Magarpatta City",7 Days Ago, Computer Vision Deep Learning Python computer processing vision tensorflow web scraping,https://www.naukri.com/job-listings-jr-data-science-engineer-bioenable-technologies-pune-magarpatta-city-0-to-2-years-060323005604
Data Scientist Associate,Transunion,4.3,159 Reviews,0-2 Yrs,Not disclosed,Pune,10 Days Ago, operations research data computer science technology research computer data science cloud computing,https://www.naukri.com/job-listings-data-scientist-associate-transunion-software-services-pvt-ltd-pune-0-to-2-years-030323500607
Data Scientist - Phd only,NDS InfoServ,1.5,4 Reviews,0-2 Yrs,12-15 Lacs PA,Mumbai,17 Days Ago, Natural Language Processing Phd Deep Learning data languages processing science process,https://www.naukri.com/job-listings-data-scientist-phd-only-nds-infoserv-mumbai-0-to-2-years-010421006391
Junior Software Engineer - Data Science,LogiNext,3.6,20 Reviews,0-1 Yrs,Not disclosed,Mumbai,30+ Days Ago, sql management machine learning cloud computing python data science machine,https://www.naukri.com/job-listings-junior-software-engineer-data-science-loginext-solutions-mumbai-0-to-1-years-140922502287
Data Scientist,Encora,4.1,216 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago, Data Science pyspark scala languages artificial intelligence machine learning python aws,https://www.naukri.com/job-listings-data-scientist-encora-innovation-labs-india-private-limited-bangalore-bengaluru-3-to-5-years-270223903559
Senior Data Scientist,Anixter,5.0,3 Reviews,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,9 Days Ago, python management machine learning project planning strategic planning automation javascript,https://www.naukri.com/job-listings-senior-data-scientist-anixter-bangalore-bengaluru-10-to-12-years-040323500053
Senior Data Scientist,News Technology Services,4.0,42 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,10 Days Ago, Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-news-technology-services-bangalore-bengaluru-4-to-9-years-030323501468
Data Scientist,Consus Consulting Group,3.4,39 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,10 Days Ago, deep learning NLP science data science languages processing process data,https://www.naukri.com/job-listings-data-scientist-consus-consulting-group-bangalore-bengaluru-8-to-13-years-030323006673
